run_ts_utc,date,market_id,question,slug,end_date,outcome_yes,price_yes,outcome_no,price_no,volume_24h,volume_total,liquidity
2026-09-13T10:42:48+00:00,2026-09-13,4016623,Will Brighton & Hove Albion FC win on 2026-09-13?,epl-cov-bri-2026-09-13-bri,2026-09-13T13:00:00Z,Yes,0.515,No,0.485,2096817.0350559999,2365983.3923100005,887713.1442
2026-09-13T10:42:48+00:00,2026-09-13,2252244,Will there be no change in Fed interest rates after the September 2026 meeting?,will-there-be-no-change-in-fed-interest-rates-after-the-september-2026-meeting-615,2026-09-16T00:00:00Z,Yes,0.205,No,0.795,1997508.5913550013,37343729.96452915,1001404.3802
2026-09-13T10:42:48+00:00,2026-09-13,4497623,Counter-Strike: G2 vs Legacy (BO5) - FISSURE PLAYGROUND Playoffs,cs2-g2-lgc-2026-09-13,2026-09-13T15:10:00Z,G2,0.235,Legacy,0.765,1310775.1138370002,1310425.1481189996,74290.7446
2026-09-13T10:42:48+00:00,2026-09-13,4497681,LoL: Bilibili Gaming vs Anyone's Legend - Game 1 Winner,lol-blg-al-2026-09-13-game1,2026-09-13T13:00:00Z,Bilibili Gaming,0.0005,Anyone's Legend,0.9995,1222502.0352419997,1222502.0352420001,622043.76149
2026-09-13T10:42:48+00:00,2026-09-13,4497682,LoL: Bilibili Gaming vs Anyone's Legend - Game 2 Winner,lol-blg-al-2026-09-13-game2,2026-09-13T13:00:00Z,Bilibili Gaming,0.0005,Anyone's Legend,0.9995,1200833.954344001,1200833.954344001,962990.52621
2026-09-13T10:42:48+00:00,2026-09-13,2252245,Will the Fed increase interest rates by 25 bps after the September 2026 meeting?,will-the-fed-increase-interest-rates-by-25-bps-after-the-september-2026-meeting-649,2026-09-16T00:00:00Z,Yes,0.785,No,0.215,1108318.1064030002,28933178.737063054,930963.4661
2026-09-13T10:42:48+00:00,2026-09-13,4497685,LoL: Bilibili Gaming vs Anyone's Legend (BO5) - LPL Playoffs,lol-blg-al-2026-09-13,2026-09-13T15:00:00Z,Bilibili Gaming,0.305,Anyone's Legend,0.695,1066315.1163390013,1065356.8134649994,286028.8403
2026-09-13T10:42:48+00:00,2026-09-13,2252243,Will the Fed decrease interest rates by 25 bps after the September 2026 meeting?,will-the-fed-decrease-interest-rates-by-25-bps-after-the-september-2026-meeting-586,2026-09-16T00:00:00Z,Yes,0.0035,No,0.9965,1012066.533314,39232136.338851996,2806762.56498
2026-09-13T10:42:48+00:00,2026-09-13,4016656,Will Manchester City FC win on 2026-09-13?,epl-mun-mac-2026-09-13-mac,2026-09-13T15:30:00Z,Yes,0.445,No,0.555,800808.6058380012,840850.183878001,701785.0938
2026-09-13T10:42:48+00:00,2026-09-13,2252246,Will the Fed increase interest rates by 50+ bps after the September 2026 meeting?,will-the-fed-increase-interest-rates-by-50-bps-after-the-september-2026-meeting-664,2026-09-16T00:00:00Z,Yes,0.0065,No,0.9935,731222.1482900002,19841238.39161302,1397625.20442
2026-09-13T10:42:48+00:00,2026-09-13,4019535,Will FC Barcelona win on 2026-09-13?,lal-lev-bar-2026-09-13-bar,2026-09-13T14:15:00Z,Yes,0.835,No,0.165,554352.0126729998,726060.1649880001,489801.1086
2026-09-13T10:42:48+00:00,2026-09-13,3758940,Bab el-Mandeb Strait effectively closed by September 15?,bab-el-mandeb-strait-effectively-closed-by-september-15,2026-09-16T03:59:00Z,Yes,0.008,No,0.992,437317.423257,786130.9039340002,81833.45008
2026-09-13T10:42:48+00:00,2026-09-13,2772194,Will Shakhtar Donetsk win the 2026-27 UEFA Champions League Championship?,will-shakhtar-donetsk-win-the-2026-27-uefa-champions-league-championship-20260701202025578,2027-05-30T23:59:00Z,Yes,0.0015,No,0.9985,430834.72,16996953.895999998,401115.68381
2026-09-13T10:42:48+00:00,2026-09-13,561266,Will Abigail Spanberger win the 2028 US Presidential Election?,will-abigail-spanberger-win-the-2028-us-presidential-election,2028-11-07T00:00:00Z,Yes,0.0005,No,0.9995,326344.06,630715.5719999999,1471764.28136
2026-09-13T10:42:48+00:00,2026-09-13,4490892,US Open ATP: Alexander Zverev vs Ben Shelton,atp-zverev-shelton-2026-09-13,2026-09-20T18:00:00Z,Alexander Zverev,0.585,Ben Shelton,0.415,299136.70563,304415.7596569999,1134861.8784
2026-09-13T10:42:48+00:00,2026-09-13,2252242,Will the Fed decrease interest rates by 50+ bps after the September 2026 meeting?,will-the-fed-decrease-interest-rates-by-50-bps-after-the-september-2026-meeting-863,2026-09-16T00:00:00Z,Yes,0.0005,No,0.9995,292891.38,15956944.437784996,4435839.72792
2026-09-13T10:42:48+00:00,2026-09-13,4497620,Counter-Strike: G2 vs Legacy - Map 2 Winner,cs2-g2-lgc-2026-09-13-game2,2026-09-13T15:10:00Z,G2,0.27,Legacy,0.73,287933.19922999997,287933.19923,32557.5693
2026-09-13T10:42:48+00:00,2026-09-13,4497619,Counter-Strike: G2 vs Legacy - Map 1 Winner,cs2-g2-lgc-2026-09-13-game1,2026-09-13T15:10:00Z,G2,0.0005,Legacy,0.9995,285111.7232610002,285111.723261,429135.99396
2026-09-13T10:42:48+00:00,2026-09-13,4509825,Map Handicap: G2 (-1.5) vs Legacy (+1.5),cs2-g2-lgc-2026-09-13-map-handicap-away-1pt5,2026-09-13T15:10:00Z,G2,0.05,Legacy,0.95,256628.404756,256628.404756,24839.0296
2026-09-13T10:42:48+00:00,2026-09-13,4508677,Counter-Strike: M80 vs Luminosity (BO3) - Roman Imperium Cup Playoffs,cs2-m80-lg6-2026-09-13,2026-09-13T16:00:00Z,M80,0.72,Luminosity,0.28,228666.49723300003,228666.49723299986,12766.3382
2026-09-13T10:42:48+00:00,2026-09-13,4499999,Shanghai: Ilya Ivashka vs Marat Sharipov,atp-ivashka-sharipo-2026-09-13,2026-09-20T08:00:00Z,Ilya Ivashka,0.9995,Marat Sharipov,0.0005,225276.79839399998,225276.79839399992,327639.71881
2026-09-13T10:42:48+00:00,2026-09-13,562006,Will Eric Trump win the 2028 Republican presidential nomination?,will-eric-trump-win-the-2028-republican-presidential-nomination,2028-11-07T00:00:00Z,Yes,0.002,No,0.998,204409.99200000003,10571750.639373997,1639038.08093
2026-09-13T10:42:48+00:00,2026-09-13,4020768,Spread: FC Barcelona (-2.5),lal-lev-bar-2026-09-13-spread-away-2pt5,2026-09-13T14:15:00Z,FC Barcelona,0.435,Levante UD,0.565,188431.818171,202405.22306099997,202845.4517
2026-09-13T10:42:48+00:00,2026-09-13,4497689,Game Handicap: BLG (-2.5) vs Anyone's Legend (+2.5),lol-blg-al-2026-09-13-game-handicap-away-2pt5,2026-09-13T15:00:00Z,Bilibili Gaming,0.0005,Anyone's Legend,0.9995,180912.92898000003,180912.92897999997,272335.83141
2026-09-13T10:42:48+00:00,2026-09-13,1088475,Will Alexander Zverev win the 2026 Men's US Open?,will-alexander-zverev-win-the-2026-mens-us-open,2026-09-13T00:00:00Z,Yes,0.5865,No,0.4135,178815.92524199997,1869610.3002620016,154839.61899
